,id,nummer,konklusion,vedtaget,kommentar,mødeid,typeid,sagstrinid,opdateringsdato,møde_titel,møde_status,møde_type,møde_periode_startdato,møde_periode_slutdato,møde_periode_type,type,sagstrin_titel,sagstrin_status,sagstrin_type,sagstrin_sag_type,sagstrin_sag_kategori,sagstrin_sag_status,sagstrin_sag_titel,sagstrin_sag_titelkort,sagstrin_periode_start,sagstrin_periode_slut,sagstrin_periode_type,merged,year
6646,6711,12,"Forslaget blev vedtaget. For stemte 108 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8880,1,195226.0,2018-11-15T10:06:02.283,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.,Om  indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 108 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.,Om  indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Danmark og Nederlandene.",2018
6647,6712,13,"Forslaget blev vedtaget. For stemte 107 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8880,1,195239.0,2018-11-15T10:06:47.373,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.,Om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 107 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.,Om indgåelse af protokol om ændring af dobbeltbeskatningsoverenskomst mellem de nordiske lande.",2018
6648,6713,14,"Forslaget blev vedtaget. For stemte 103 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8882,1,194585.0,2018-11-20T13:03:03.833,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om elektronisk fakturering ved offentlige udbud.,Om elektronisk fakturering ved offentlige udbud.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 103 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om elektronisk fakturering ved offentlige udbud.,Om elektronisk fakturering ved offentlige udbud.",2018
6649,6714,15,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 8 (EL), hverken for eller imod stemte 0.",True,,8882,1,194667.0,2018-11-20T13:03:46.947,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven. (Behandling af ansøgninger, registreringshindringer, gengivelse af varemærker, varer i transit, overførsel af gebyrindtægter m.v.).",Om behandling af ansøgninger efter varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 8 (EL), hverken for eller imod stemte 0.,Forslag til lov om ændring af varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven. (Behandling af ansøgninger, registreringshindringer, gengivelse af varemærker, varer i transit, overførsel af gebyrindtægter m.v.).,Om behandling af ansøgninger efter varemærkeloven og forskellige andre love og om ophævelse af fællesmærkeloven m.v.",2018
6650,6715,16,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8882,1,194652.0,2018-11-20T13:04:32.013,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om Dansk Internationalt Skibsregister. (Overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde).,Om overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om Dansk Internationalt Skibsregister. (Overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde).,Om overenskomstdækning ved offshoreaktiviteter på skibe på dansk søterritorium og kontinentalsokkelområde.",2018
6651,6716,17,"Forslaget blev forkastet. For stemte 18 (EL, ALT og RV), imod stemte 86 (S, DF, V, LA, SF og KF), hverken for eller imod stemte 0.",False,,8882,4,195016.0,2018-11-20T13:16:53.007,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Henvist til udvalg,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).",Om nye kriterier for udsatte boligområder og ghettoområder m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 18 (EL, ALT og RV), imod stemte 86 (S, DF, V, LA, SF og KF), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).,Om nye kriterier for udsatte boligområder og ghettoområder m.v.",2018
6652,6717,18,"Forslaget blev forkastet. For stemte 17 (EL, ALT og RV), imod stemte 84 (S, DF, V, LA, SF og KF), hverken for eller imod stemte 0.",False,,8882,4,195016.0,2018-11-20T13:22:26.313,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Henvist til udvalg,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).",Om nye kriterier for udsatte boligområder og ghettoområder m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 17 (EL, ALT og RV), imod stemte 84 (S, DF, V, LA, SF og KF), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).,Om nye kriterier for udsatte boligområder og ghettoområder m.v.",2018
6653,6719,20,"Forslaget blev vedtaget. For stemte 110 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8884,1,194940.0,2018-11-22T10:17:13.32,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om ægteskabs indgåelse og opløsning og udlændingeloven. (Forbud mod proformaægteskab og Nationalt ID-centers rolle og funktioner m.v.).,Om forbud mod proformaægteskab og om Nationalt ID-centers rolle og funktioner m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 110 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om ægteskabs indgåelse og opløsning og udlændingeloven. (Forbud mod proformaægteskab og Nationalt ID-centers rolle og funktioner m.v.).,Om forbud mod proformaægteskab og om Nationalt ID-centers rolle og funktioner m.v.",2018
6654,6720,21,"Forslaget blev vedtaget. For stemte 82 (S, DF, V, LA, SF og KF), imod stemte 20 (EL, ALT og RV), hverken for eller imod stemte 0.",True,,8884,1,195018.0,2018-11-22T11:23:41.017,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).",Om nye kriterier for udsatte boligområder og ghettoområder m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 82 (S, DF, V, LA, SF og KF), imod stemte 20 (EL, ALT og RV), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Nye kriterier for udsatte boligområder og ghettoområder, initiativer til udvikling eller afvikling af ghettoområder, skærpelse af anvisnings- og udlejningsregler, ophævelse af lejekontrakt på grund af kriminalitet m.v.).,Om nye kriterier for udsatte boligområder og ghettoområder m.v.",2018
6655,6721,22,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8884,1,195096.0,2018-11-22T11:24:23.73,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om et nationalt naturfagscenter.,Om et nationalt naturfagscenter.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om et nationalt naturfagscenter.,Om et nationalt naturfagscenter.",2018
6656,6722,23,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), hverken for eller imod stemte 0.",True,,8884,1,195135.0,2018-11-22T11:25:07.53,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om folkeskolen. (Mulighed for at oprette talentklasser i musik og integrerede biblioteker).,Om mulighed for at oprette talentklasser i musik og om integrerede biblioteker.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om folkeskolen. (Mulighed for at oprette talentklasser i musik og integrerede biblioteker).,Om mulighed for at oprette talentklasser i musik og om integrerede biblioteker.",2018
6657,6723,24,"Forslaget blev forkastet. For stemte 13 (EL og SF), imod stemte 85 (S, DF, V, LA, RV og KF), hverken for eller imod stemte 6 (ALT).",False,,8884,4,195341.0,2018-11-22T11:27:06.243,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Direkte til 3. beh.,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis og lov om euforiserende stoffer. (Eksport af cannabisbulk, brug af pesticider, kontraktudlægning, tilskudsordning, gebyrer m.v.).",Om tilskudsordning i tilknytning til forsøgsordning med medicinsk cannabis m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 13 (EL og SF), imod stemte 85 (S, DF, V, LA, RV og KF), hverken for eller imod stemte 6 (ALT).,Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis og lov om euforiserende stoffer. (Eksport af cannabisbulk, brug af pesticider, kontraktudlægning, tilskudsordning, gebyrer m.v.).,Om tilskudsordning i tilknytning til forsøgsordning med medicinsk cannabis m.v.",2018
6658,6724,25,"Forslaget blev forkastet. For stemte 13 (EL og SF), imod stemte 90 (S, DF, V, LA, ALT, RV og KF), hverken for eller imod stemte 0.",False,,8884,4,195380.0,2018-11-22T11:29:04.977,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Direkte til 3. beh.,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om apoteksvirksomhed, sundhedsloven og forskellige andre love. (Autorisation af ambulancebehandlere og registrering af ambulancebehandlere med særlig kompetence (paramedicinere), opgavespecifik autorisation af behandlerfarmaceuter, genordination af receptpligtig medicin, ordination af dosisdispensering med tilskud, organisatorisk ansvar m.v.).",Om autorisation af ambulancebehandlere m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev forkastet. For stemte 13 (EL og SF), imod stemte 90 (S, DF, V, LA, ALT, RV og KF), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om apoteksvirksomhed, sundhedsloven og forskellige andre love. (Autorisation af ambulancebehandlere og registrering af ambulancebehandlere med særlig kompetence (paramedicinere), opgavespecifik autorisation af behandlerfarmaceuter, genordination af receptpligtig medicin, ordination af dosisdispensering med tilskud, organisatorisk ansvar m.v.).,Om autorisation af ambulancebehandlere m.v.",2018
6659,6725,26,"Forslaget blev vedtaget. For stemte 107 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,195252.0,2018-11-27T14:00:09.247,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om elektroniske kommunikationsnet og -tjenester. (Kommuners tilskud til udrulning af elektroniske kommunikationsnet, tildeling af koder til machine to machine-kommunikation (m2m-kommunikation) og ophævelse af regler om Bredbåndsgarantiordningen).",Om kommuners tilskud til udrulning af elektroniske kommunikationsnet m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 107 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om elektroniske kommunikationsnet og -tjenester. (Kommuners tilskud til udrulning af elektroniske kommunikationsnet, tildeling af koder til machine to machine-kommunikation (m2m-kommunikation) og ophævelse af regler om Bredbåndsgarantiordningen).,Om kommuners tilskud til udrulning af elektroniske kommunikationsnet m.v.",2018
6660,6726,27,"Forslaget blev vedtaget. For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,195278.0,2018-11-27T14:00:52.673,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).,Om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).,Om supplerende bestemmelser til forordning om opstilling af rammer for energimærkning m.v. (produktenergimærkningsloven).",2018
6661,6727,28,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,194810.0,2018-11-27T14:01:31.23,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om hold af dyr. (Smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning og påbud om rådgivning om Salmonella Dublin).","Om smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning i lov om hold af dyr.",2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om hold af dyr. (Smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning og påbud om rådgivning om Salmonella Dublin).,Om smittebeskyttelse, forenkling af reglerne om sundhedsrådgivning i lov om hold af dyr.",2018
6662,6728,29,"Forslaget blev vedtaget. For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,195304.0,2018-11-27T14:02:16.953,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om medicinsk udstyr. (Kontrolforanstaltninger mod poliovirus og andre biologiske stoffer, opsplitning af lægemiddelpakninger til veterinær brug og gebyr for visse opgaver vedrørende medicinsk udstyr m.v.).",Om kontrolforanstaltninger mod poliovirus og andre biologiske stoffer m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om medicinsk udstyr. (Kontrolforanstaltninger mod poliovirus og andre biologiske stoffer, opsplitning af lægemiddelpakninger til veterinær brug og gebyr for visse opgaver vedrørende medicinsk udstyr m.v.).,Om kontrolforanstaltninger mod poliovirus og andre biologiske stoffer m.v.",2018
6663,6729,30,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,195343.0,2018-11-27T14:03:00.533,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis og lov om euforiserende stoffer. (Eksport af cannabisbulk, brug af pesticider, kontraktudlægning, tilskudsordning, gebyrer m.v.).",Om tilskudsordning i tilknytning til forsøgsordning med medicinsk cannabis m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis og lov om euforiserende stoffer. (Eksport af cannabisbulk, brug af pesticider, kontraktudlægning, tilskudsordning, gebyrer m.v.).,Om tilskudsordning i tilknytning til forsøgsordning med medicinsk cannabis m.v.",2018
6664,6730,31,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), hverken for eller imod stemte 0.",True,,8886,1,195382.0,2018-11-27T14:03:51.497,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om apoteksvirksomhed, sundhedsloven og forskellige andre love. (Autorisation af ambulancebehandlere og registrering af ambulancebehandlere med særlig kompetence (paramedicinere), opgavespecifik autorisation af behandlerfarmaceuter, genordination af receptpligtig medicin, ordination af dosisdispensering med tilskud, organisatorisk ansvar m.v.).",Om autorisation af ambulancebehandlere m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 96 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om apoteksvirksomhed, sundhedsloven og forskellige andre love. (Autorisation af ambulancebehandlere og registrering af ambulancebehandlere med særlig kompetence (paramedicinere), opgavespecifik autorisation af behandlerfarmaceuter, genordination af receptpligtig medicin, ordination af dosisdispensering med tilskud, organisatorisk ansvar m.v.).,Om autorisation af ambulancebehandlere m.v.",2018
6665,6731,32,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,195395.0,2018-11-27T14:04:34.597,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af sundhedsloven. (Indførelse af forsøgsordning med risikodeling i medicintilskudssystemet).,Om indførelse af forsøgsordning med risikodeling i medicintilskudssystemet.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 105 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af sundhedsloven. (Indførelse af forsøgsordning med risikodeling i medicintilskudssystemet).,Om indførelse af forsøgsordning med risikodeling i medicintilskudssystemet.",2018
6666,6732,33,"Forslaget blev vedtaget. For stemte 92 (S, DF, V, LA, ALT, RV og KF), imod stemte 13 (EL og SF), hverken for eller imod stemte 0.",True,,8886,1,197635.0,2018-11-27T14:05:13.347,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om lægemidler. (Flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen).,Om flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen m.v.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 92 (S, DF, V, LA, ALT, RV og KF), imod stemte 13 (EL og SF), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om lægemidler. (Flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen).,Om flytning af inspektionsopgaver fra Lægemiddelstyrelsen til Sikkerhedsstyrelsen m.v.",2018
6667,6733,34,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.",True,,8886,1,197639.0,2018-11-27T14:24:17.347,Møde i salen,Under forberedelse,Møde i salen,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om forbud mod salg af tobak og alkohol til personer under 18 år og lov om elektroniske cigaretter m.v. (Tilførsel af kontrolopgave til Sikkerhedsstyrelsen).,Om tilførsel af kontrolopgave til Sikkerhedsstyrelsen.,2018-10-02T12:00:00,2019-06-05T12:00:00,samling,"Forslaget blev vedtaget. For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om forbud mod salg af tobak og alkohol til personer under 18 år og lov om elektroniske cigaretter m.v. (Tilførsel af kontrolopgave til Sikkerhedsstyrelsen).,Om tilførsel af kontrolopgave til Sikkerhedsstyrelsen.",2018
